"RECORD_TYPE_CODE","RECORD_CATEGORY_CODE","REINSURANCE_YEAR","COMMODITY_CODE","PRACTICE_CODE","PRACTICE_NAME","PRACTICE_ABBREVIATION","LAST_RELEASED_DATE","RELEASED_DATE","DELETED_DATE"
"A00510","01","2023","0184","280","High Density Stage 3 (Irr)","HDS3IRR","","12/21/2022",""
"A00510","01","2023","0192","251","Standard Density (Irrigated) (OC)","STIOC","","8/9/2022",""
"A00510","01","2023","0192","252","Standard Density (Irrigated) (OT)","STIOT","","8/9/2022",""
"A00510","01","2023","0192","253","High Density (Irrigated)","HDIRR","","8/9/2022",""
"A00510","01","2023","0193","002","Irrigated","IRRIGATED","","6/17/2022",""
"A00510","01","2023","0201","065","Standard Density","STDDNY","","8/9/2022",""
"A00510","01","2023","0201","283","Standard Density (OC)","STDDNY OC","","8/9/2022",""
"A00510","01","2023","0201","286","High Density (OT)","HGHDNY OT","","8/9/2022",""
"A00510","01","2023","0201","702","Organic(Certified) Irr.","IRR OC","","8/9/2022",""
"A00510","01","2023","0202","286","High Density (OT)","HGHDNY OT","","8/9/2022",""
"A00510","01","2023","0202","712","Organic(Transitional) Irr.","IRR OT","","8/9/2022",""
"A00510","01","2023","0203","286","High Density (OT)","HGHDNY OT","","8/9/2022",""
"A00510","01","2023","0203","723","No Practice Specified (OC)","NPS OC","","12/21/2022",""
"A00510","01","2023","0203","724","No Practice Specified (OT)","NPS OT","","12/21/2022",""
"A00510","01","2023","0207","252","Standard Density (Irrigated) (OT)","STIOT","","8/9/2022",""
"A00510","01","2023","0207","702","Organic(Certified) Irr.","IRR OC","","6/17/2022",""
"A00510","01","2023","0207","712","Organic(Transitional) Irr.","IRR OT","","6/17/2022",""
"A00510","01","2023","0207","723","No Practice Specified (OC)","NPS OC","","12/21/2022",""
"A00510","01","2023","0208","252","Standard Density (Irrigated) (OT)","STIOT","","8/9/2022",""
"A00510","01","2023","0208","723","No Practice Specified (OC)","NPS OC","","12/21/2022",""
"A00510","01","2023","0208","997","No Practice Specified","NPS","","12/21/2022",""
"A00510","01","2023","0209","002","Irrigated","IRRIGATED","","6/17/2022",""
"A00510","01","2023","0209","253","High Density (Irrigated)","HDIRR","","8/9/2022",""
"A00510","01","2023","0209","254","High Density (Irrigated) (OC)","HDIOC","","8/9/2022",""
"A00510","01","2023","0213","723","No Practice Specified (OC)","NPS OC","","12/21/2022",""
"A00510","01","2023","0227","002","Irrigated","IRRIGATED","","8/9/2022",""
"A00510","01","2023","0227","285","High Density (OC)","HGHDNY OC","","8/9/2022",""
"A00510","01","2023","0227","383","Standard Density (OC)","STDDNY OC","","12/21/2022",""
"A00510","01","2023","0229","713","Organic(Certified) Non-Irr.","NON-IRROC","","11/16/2022",""
"A00510","01","2023","0229","714","Organic(Transitional) Non-Irr.","NON-IRROT","","11/16/2022",""
"A00510","01","2023","0229","724","No Practice Specified (OT)","NPS OT","","11/16/2022",""
"A00510","01","2023","0230","724","No Practice Specified (OT)","NPS OT","","11/16/2022",""
"A00510","01","2023","0231","723","No Practice Specified (OC)","NPS OC","","11/16/2022",""
"A00510","01","2023","0231","724","No Practice Specified (OT)","NPS OT","","11/16/2022",""
"A00510","01","2023","0232","723","No Practice Specified (OC)","NPS OC","","11/23/2022",""
"A00510","01","2023","0232","724","No Practice Specified (OT)","NPS OT","","11/23/2022",""
"A00510","01","2023","0233","724","No Practice Specified (OT)","NPS OT","","11/16/2022",""
"A00510","01","2023","0255","019","All Year Harvest Period","ALL YEAR","","8/9/2022",""
"A00510","01","2023","0255","965","Early Harvest Period(OC)","EHP OC","","8/9/2022",""
"A00510","01","2023","0255","968","Mid Harvest Period(OT)","MHP OT","","8/9/2022",""
"A00510","01","2023","0257","723","No Practice Specified (OC)","NPS OC","","8/9/2022",""
"A00510","01","2023","0257","724","No Practice Specified (OT)","NPS OT","","8/9/2022",""
"A00510","01","2023","0257","997","No Practice Specified","NPS","","8/9/2022",""
"A00510","01","2023","0265","997","No Practice Specified","NPS","","8/9/2022",""
"A00510","01","2023","0266","997","No Practice Specified","NPS","","8/9/2022",""
"A00510","01","2023","0267","723","No Practice Specified (OC)","NPS OC","","8/9/2022",""
"A00510","01","2023","0308","253","HIgh Density (Irrigated)","HDIRR","","8/9/2022",""
"A00510","01","2023","0332","656","GS-4 Sep - Oct Index Interval","GS4SEP-OCT","","4/26/2022",""
"A00510","01","2023","0332","659","GS-1 Nov - Dec Index Interval","GS1NOV-DEC","","4/26/2022",""
"A00510","01","2023","0332","664","GS-1 Feb - Mar Index Interval","GS1FEB-MAR","","4/26/2022",""
"A00510","01","2023","0332","666","GS-2 Mar - Apr Index Interval","GS2MAR-APR","","4/26/2022",""
"A00510","01","2023","0332","668","GS-2 Apr - May Index Interval","GS2APR-MAY","","4/26/2022",""
"A00510","01","2023","0332","671","GS-3 May - Jun Index Interval","GS3MAY-JUN","","4/26/2022",""
"A00510","01","2023","0334","002","Irrigated","IRRIGATED","","11/16/2022",""
"A00510","01","2023","0396","712","Organic(Transitional) Irr.","IRR OT","","11/16/2022",""
"A00510","01","2023","0396","714","Organic(Transitional) Non-Irr.","NON-IRROT","","11/16/2022",""
"A00510","01","2023","0501","250","Standard Density (Irrigated)","STDIR","","8/9/2022",""
"A00510","01","2023","0501","251","Standard Density (Irrigated) (OC)","STIOC","","8/9/2022",""
"A00510","01","2023","0501","252","Standard Density (Irrigated) (OT)","STIOT","","8/9/2022",""
"A00510","01","2023","0011","713","Organic(Certified) Non-Irr.","NON-IRROC","","6/17/2022",""
"A00510","01","2023","0012","568","Irr. Container (OC)","IRRCTROC","","8/9/2022",""
"A00510","01","2023","0012","712","Organic(Transitional) Irr.","IRR OT","","8/9/2022",""
"A00510","01","2023","0012","794","Irr. With Frost Protection(OT)","IRRW/FP OT","","8/9/2022",""
"A00510","01","2023","0013","002","Irrigated","IRRIGATED","","6/17/2022",""
"A00510","01","2023","0013","013","Non-Irrigated With Cover Crop","NIRR-W/CC","","11/16/2022",""
"A00510","01","2023","0013","817","Fall Direct Seeded Irrigated(OC)","FDSI OC","","6/17/2022",""
"A00510","01","2023","0015","002","Irrigated","IRRIGATED","","6/17/2022",""
"A00510","01","2023","0015","005","Summerfallow","SUMRFALLOW","","6/17/2022",""
"A00510","01","2023","0015","718","Summerfallow(OT)","SUMFALL OT","","6/17/2022",""
"A00510","01","2023","0016","006","Water Fallow","H2O FALLOW","","11/28/2022",""
"A00510","01","2023","0016","713","Organic(Certified) Non-Irr.","NON-IRROC","","6/17/2022",""
"A00510","01","2023","0016","716","Continuous Cropping(OT)","CONTCROPOT","","11/16/2022",""
"A00510","01","2023","0016","717","Summerfallow(OC)","SUMFALL OC","","11/16/2022",""
"A00510","01","2023","0016","718","Summerfallow(OT)","SUMFALL OT","","11/16/2022",""
"A00510","01","2023","0017","702","Organic(Certified) Irr.","IRR OC","","11/16/2022",""
"A00510","01","2023","0017","712","Organic(Transitional) Irr.","IRR OT","","11/16/2022",""
"A00510","01","2023","0017","713","Organic(Certified) Non-Irr.","NON-IRROC","","11/16/2022",""
"A00510","01","2023","0018","712","Organic(Transitional) Irr.","IRR OT","","11/16/2022",""
"A00510","01","2023","0020","713","Organic(Certified) Non-Irr.","NON-IRROC","","8/9/2022",""
"A00510","01","2023","0021","043","Fac (Non-Irrigated)","FAC NIRR","","11/16/2022",""
"A00510","01","2023","0021","702","Organic(Certified) Irr.","IRR OC","","11/16/2022",""
"A00510","01","2023","0021","714","Organic(Transitional) Non-Irr.","NON-IRROT","","11/16/2022",""
"A00510","01","2023","0021","725","Fac (Non-Irrigated)(OC)","FAC NI OC","","11/16/2022",""
"A00510","01","2023","0021","729","Non-Irrigated Skip Row(OC)","NIRR-SR OC","","11/16/2022",""
"A00510","01","2023","0021","731","Fac (Non-Irrigated Skip Row)(OC)","FAC NISROC","","11/16/2022",""
"A00510","01","2023","0022","702","Organic(Certified) Irr.","IRR OC","","11/16/2022",""
"A00510","01","2023","0023","003","Non-Irrigated","NON IRR","","8/9/2022",""
"A00510","01","2023","0023","702","Organic(Certified) Irr.","IRR OC","","8/9/2022",""
"A00510","01","2023","0023","712","Organic(Transitional) Irr.","IRR OT","","8/9/2022",""
"A00510","01","2023","0023","713","Organic(Certified) Non-Irr.","NON-IRROC","","8/9/2022",""
"A00510","01","2023","0023","714","Organic(Transitional) Non-Irr.","NON-IRROT","","8/9/2022",""
"A00510","01","2023","0024","253","High Density (Irrigated)","HDIRR","","8/9/2022",""
"A00510","01","2023","0029","002","Irrigated","IRRIGATED","","8/9/2022",""
"A00510","01","2023","0029","003","Non-Irrigated","NON IRR","","8/9/2022",""
"A00510","01","2023","0029","702","Organic(Certified) Irr.","IRR OC","","8/9/2022",""
"A00510","01","2023","0031","003","Non-Irrigated","NON IRR","","11/16/2022",""
"A00510","01","2023","0031","724","No Practice Specified (OT)","NPS OT","","11/16/2022",""
"A00510","01","2023","0032","751","Spring Seeded (Irr.)(OC)","SPRSDIRROC","","4/14/2022",""
"A00510","01","2023","0032","822","Fall Seeded (Non-Irr.)(OT)","FDS NI OT","","4/14/2022",""
"A00510","01","2023","0033","702","Organic(Certified) Irr.","IRR OC","","6/17/2022",""
"A00510","01","2023","0033","714","Organic(Transitional) Non-Irr.","NON-IRROT","","6/17/2022",""
"A00510","01","2023","0033","724","No Practice Specified (OT)","NPS OT","","6/17/2022",""
"A00510","01","2023","0034","712","Organic(Transitional) Irr.","IRR OT","","8/9/2022",""
"A00510","01","2023","0034","723","No Practice Specified (OC)","NPS OC","","8/9/2022",""
"A00510","01","2023","0034","724","No Practice Specified (OT)","NPS OT","","8/9/2022",""
"A00510","01","2023","0036","702","Organic(Certified) Irr.","IRR OC","","8/9/2022",""
"A00510","01","2023","0036","712","Organic(Transitional) Irr.","IRR OT","","8/9/2022",""
"A00510","01","2023","0037","757","Mechanical Harv-Continuous Tray(OC)","MHCT OC","","4/7/2022",""
"A00510","01","2023","0037","758","Mechanical Harv-Continuous Tray(OT)","MHCT OT","","4/7/2022",""
"A00510","01","2023","0038","712","Organic(Transitional) Irr.","IRR OT","","6/17/2022",""
"A00510","01","2023","0038","723","No Practice Specified (OC)","NPS OC","","6/17/2022",""
"A00510","01","2023","0039","724","No Practice Specified (OT)","NPS OT","","11/16/2022",""
"A00510","01","2023","0041","712","Organic(Transitional) Irr.","IRR OT","","11/16/2022",""
"A00510","01","2023","0042","713","Organic(Certified) Non-Irr.","NON-IRROC","","11/16/2022",""
"A00510","01","2023","0043","003","Non-Irrigated","NON IRR","","11/16/2022",""
"A00510","01","2023","0043","712","Organic(Transitional) Irr.","IRR OT","","11/16/2022",""
"A00510","01","2023","0043","714","Organic(Transitional) Non-Irr.","NON-IRROT","","11/16/2022",""
"A00510","01","2023","0044","003","Non-Irrigated","NON IRR","","11/16/2022",""
"A00510","01","2023","0044","120","Fall Planted Irr.","FALLPLTIRR","","4/7/2022",""
"A00510","01","2023","0044","320","Spring Planted Irr.","SPR PL IRR","","4/7/2022",""
"A00510","01","2023","0044","764","Spring Planted Irr.(OT)","SPR PLT OT","","4/7/2022",""
"A00510","01","2023","0045","702","Organic(Certified) Irr.","IRR OC","","11/16/2022",""
"A00510","01","2023","0046","095","Fac (Irrigated)","FAC IRR","","11/16/2022",""
"A00510","01","2023","0046","115","Late (Irrigated)","LATE (IRR)","","11/16/2022",""
"A00510","01","2023","0046","702","Organic(Certified) Irr.","IRR OC","","11/16/2022",""
"A00510","01","2023","0046","726","Fac (Non-Irrigated)(OT)","FAC NI OT","","11/16/2022",""
"A00510","01","2023","0046","836","Dpp (Non-Irrigated)(OT)","DPP-NI OT","","11/16/2022",""
"A00510","01","2023","0046","844","Late (Non-Irrigated)(OT)","L - NI OT","","11/16/2022",""
"A00510","01","2023","0046","850","Spring Non Irrigated(OT)","S-NI OT","","11/16/2022",""
"A00510","01","2023","0046","852","Spring Irrigated(OT)","S-I OT","","11/16/2022",""
"A00510","01","2023","0046","854","Fall Non Irrigated(OT)","F-NI OT","","11/16/2022",""
"A00510","01","2023","0047","002","Irrigated","IRRIGATED","","11/16/2022",""
"A00510","01","2023","0047","043","Fac (Non-Irrigated)","FAC NIRR","","11/16/2022",""
"A00510","01","2023","0047","053","Nfac (Non-Irrigated)","NFAC-NIRR","","11/16/2022",""
"A00510","01","2023","0047","094","Nfac (Irrigated)","NFAC-IRR","","11/16/2022",""
"A00510","01","2023","0047","095","Fac (Irrigated)","FAC IRR","","11/16/2022",""
"A00510","01","2023","0047","702","Organic(Certified) Irr.","IRR OC","","11/16/2022",""
"A00510","01","2023","0047","728","Nfac (Non-Irrigated)(OT)","NFAC-NI-OT","","11/16/2022",""
"A00510","01","2023","0047","740","Nfac (Irrigated)(OT)","NFAC-IRROT","","11/16/2022",""
"A00510","01","2023","0047","857","Nibr-I(OC)","NIBR-I OC","","11/16/2022",""
"A00510","01","2023","0047","861","Ibr-I(OC)","IBR-I OC","","11/16/2022",""
"A00510","01","2023","0049","714","Organic(Transitional) Non-Irr.","NON-IRROT","","8/9/2022",""
"A00510","01","2023","0050","712","Organic(Transitional) Irr.","IRR OT","","11/16/2022",""
"A00510","01","2023","0051","014","Fac (Non-Irrigated)","FAC NIRR","","11/16/2022",""
"A00510","01","2023","0051","095","Fac (Irrigated)","FAC IRR","","11/16/2022",""
"A00510","01","2023","0051","712","Organic(Transitional) Irr.","IRR OT","","11/16/2022",""
"A00510","01","2023","0051","725","Fac (Non-Irrigated)(OC)","FAC NI OC","","11/16/2022",""
"A00510","01","2023","0051","739","Nfac (Irrigated)(OC)","NFAC-IRROC","","11/16/2022",""
"A00510","01","2023","0051","740","Nfac (Irrigated)(OT)","NFAC-IRROT","","11/16/2022",""
"A00510","01","2023","0051","742","Fac (Irrigated)(OT)","FAC IRR OT","","11/16/2022",""
"A00510","01","2023","0052","712","Organic(Transitional) Irr.","IRR OT","","8/9/2022",""
"A00510","01","2023","0054","712","Organic(Transitional) Irr.","IRR OT","","8/9/2022",""
"A00510","01","2023","0054","713","Organic(Certified) Non-Irr.","NON-IRROC","","8/9/2022",""
"A00510","01","2023","0054","997","No Practice Specified","NPS","","8/9/2022",""
"A00510","01","2023","0057","712","Organic(Transitional) Irr.","IRR OT","","8/9/2022",""
"A00510","01","2023","0058","723","No Practice Specified (OC)","NPS OC","","8/9/2022",""
"A00510","01","2023","0059","713","Organic(Certified) Non-Irr.","NON-IRROC","","11/16/2022",""
"A00510","01","2023","0060","032","Irrigated - Tray Dried","IRRTRAYDRY","","8/9/2022",""
"A00510","01","2023","0060","702","Organic(Certified) Irr.","IRR OC","","8/9/2022",""
"A00510","01","2023","0011","005","Summerfallow","SUMRFALLOW","","6/17/2022",""
"A00510","01","2023","0011","006","Water Fallow","H2O FALLOW","","6/17/2022",""
"A00510","01","2023","0011","716","Continuous Cropping(OT)","CONTCROPOT","","6/17/2022",""
"A00510","01","2023","0011","722","Water Fallow(OT)","H2OFALL OT","","6/17/2022",""
"A00510","01","2023","0012","042","Irr. Without Frost Protection","IRR W/O FP","","8/9/2022",""
"A00510","01","2023","0012","569","Irr. Container (OT)","IRRCTROT","","8/9/2022",""
"A00510","01","2023","0012","702","Organic(Certified) Irr.","IRR OC","","8/9/2022",""
"A00510","01","2023","0012","714","Organic(Transitional) Non-Irr.","NON-IRROT","","8/9/2022",""
"A00510","01","2023","0013","011","Non-Irr. Without Cover Crop","NIRR-W/OCC","","11/16/2022",""
"A00510","01","2023","0013","130","Fall Direct Seeded Irrigated","FALL DSIRR","","6/17/2022",""
"A00510","01","2023","0013","240","Winter Transplanted Irrigated","WIN TR IRR","","6/17/2022",""
"A00510","01","2023","0013","800","Non-Irr. Without Cover Crop(OT)","NIWO CC OT","","11/16/2022",""
"A00510","01","2023","0013","814","Irrigated With Cover Crop(OT)","I W CC OT","","11/16/2022",""
"A00510","01","2023","0013","816","Non-Irrigated With Cover Crop(OT)","NI W CC OT","","11/16/2022",""
"A00510","01","2023","0015","003","Non-Irrigated","NON IRR","","6/17/2022",""
"A00510","01","2023","0015","702","Organic(Certified) Irr.","IRR OC","","6/17/2022",""
"A00510","01","2023","0015","717","Summerfallow(OC)","SUMFALL OC","","6/17/2022",""
"A00510","01","2023","0016","002","Irrigated","IRRIGATED","","6/17/2022",""
"A00510","01","2023","0016","004","Continuous Cropping","CONT CROP","","11/16/2022",""
"A00510","01","2023","0016","712","Organic(Transitional) Irr.","IRR OT","","6/17/2022",""
"A00510","01","2023","0016","714","Organic(Transitional) Non-Irr.","NON-IRROT","","6/17/2022",""
"A00510","01","2023","0017","714","Organic(Transitional) Non-Irr.","NON-IRROT","","11/16/2022",""
"A00510","01","2023","0018","002","Irrigated","IRRIGATED","","11/16/2022",""
"A00510","01","2023","0018","060","Sprinkler Irrigated","SPR IRR","","11/16/2022",""
"A00510","01","2023","0019","002","Irrigated","IRRIGATED","","8/9/2022",""
"A00510","01","2023","0019","713","Organic(Certified) Non-Irr.","NON-IRROC","","8/9/2022",""
"A00510","01","2023","0020","002","Irrigated","IRRIGATED","","8/9/2022",""
"A00510","01","2023","0020","003","Non-Irrigated","NON IRR","","8/9/2022",""
"A00510","01","2023","0021","002","Irrigated","IRRIGATED","","11/16/2022",""
"A00510","01","2023","0021","053","Nfac (Non-Irrigated)","NFAC-NIRR","","11/16/2022",""
"A00510","01","2023","0021","712","Organic(Transitional) Irr.","IRR OT","","11/16/2022",""
"A00510","01","2023","0021","728","Nfac (Non-Irrigated)(OT)","NFAC-NI-OT","","11/16/2022",""
"A00510","01","2023","0021","730","Non-Irrigated Skip Row(OT)","NIRR-SR OT","","11/16/2022",""
"A00510","01","2023","0024","251","Standard Density (Irrigated) (OC)","STIOC","","8/9/2022",""
"A00510","01","2023","0024","252","Standard Density (Irrigated) (OT)","STIOT","","8/9/2022",""
"A00510","01","2023","0024","259","Standard Density (Non-Irrigated)","STDNI","","8/9/2022",""
"A00510","01","2023","0024","260","Standard Density (Non-Irrigated) (OC)","STNIOC","","8/9/2022",""
"A00510","01","2023","0024","263","High Density (Non-Irrigated) (OC)","HDNIOC","","8/9/2022",""
"A00510","01","2023","0028","002","Irrigated","IRRIGATED","","8/9/2022",""
"A00510","01","2023","0028","702","Organic(Certified) Irr.","IRR OC","","8/9/2022",""
"A00510","01","2023","0029","713","Organic(Certified) Non-Irr.","NON-IRROC","","8/9/2022",""
"A00510","01","2023","0031","002","Irrigated","IRRIGATED","","11/16/2022",""
"A00510","01","2023","0031","714","Organic(Transitional) Non-Irr.","NON-IRROT","","11/16/2022",""
"A00510","01","2023","0032","080","Fall Seeded","FALLSEEDED","","4/14/2022",""
"A00510","01","2023","0032","082","Fall Seeded (Irr.)","FALLSDIRR","","4/14/2022",""
"A00510","01","2023","0032","745","Fall Seeded(OC)","FALL SD OC","","4/14/2022",""
"A00510","01","2023","0032","748","Fall Seeded (Irr.)(OT)","FSD IRR OT","","4/14/2022",""
"A00510","01","2023","0032","750","Spring Seeded(OT)","SPR SD OT","","4/14/2022",""
"A00510","01","2023","0032","752","Spring Seeded (Irr.)(OT)","SPRSDIRROT","","4/14/2022",""
"A00510","01","2023","0032","753","Spring Seeded (Non-Irr.)(OC)","SS-NI OC","","4/14/2022",""
"A00510","01","2023","0033","713","Organic(Certified) Non-Irr.","NON-IRROC","","6/17/2022",""
"A00510","01","2023","0034","702","Organic(Certified) Irr.","IRR OC","","8/9/2022",""
"A00510","01","2023","0034","997","No Practice Specified","NPS","","8/9/2022",""
"A00510","01","2023","0037","093","Mechanical Harv-Continuous Tray","MHCT","","4/7/2022",""
"A00510","01","2023","0037","755","Hand Harv-All Type Trays(OC)","HHATT OC","","4/7/2022",""
"A00510","01","2023","0038","702","Organic(Certified) Irr.","IRR OC","","6/17/2022",""
"A00510","01","2023","0038","724","No Practice Specified (OT)","NPS OT","","6/17/2022",""
"A00510","01","2023","0038","997","No Practice Specified","NPS","","6/17/2022",""
"A00510","01","2023","0039","702","Organic(Certified) Irr.","IRR OC","","4/7/2022",""
"A00510","01","2023","0039","723","No Practice Specified (OC)","NPS OC","","11/16/2022",""
"A00510","01","2023","0041","003","Non-Irrigated","NON IRR","","6/17/2022",""
"A00510","01","2023","0041","702","Organic(Certified) Irr.","IRR OC","","11/16/2022",""
"A00510","01","2023","0042","003","Non-Irrigated","NON IRR","","11/16/2022",""
"A00510","01","2023","0042","702","Organic(Certified) Irr.","IRR OC","","11/16/2022",""
"A00510","01","2023","0043","002","Irrigated","IRRIGATED","","11/16/2022",""
"A00510","01","2023","0044","712","Organic(Transitional) Irr.","IRR OT","","11/16/2022",""
"A00510","01","2023","0044","760","Fall Planted Irr.(OT)","FALL PI OT","","4/7/2022",""
"A00510","01","2023","0046","002","Irrigated","IRRIGATED","","11/16/2022",""
"A00510","01","2023","0046","113","Late (Non-Irrigated)","LATE(NIRR)","","11/16/2022",""
"A00510","01","2023","0046","114","Early (Irrigated)","EARLY-IRR","","11/16/2022",""
"A00510","01","2023","0046","705","Spring Planted Irrigated","SPR PL IRR","","11/16/2022",""
"A00510","01","2023","0046","713","Organic(Certified) Non-Irr.","NON-IRROC","","11/16/2022",""
"A00510","01","2023","0046","728","Nfac (Non-Irrigated)(OT)","NFAC-NI-OT","","11/16/2022",""
"A00510","01","2023","0046","741","Fac (Irrigated)(OC)","FAC IRR OC","","11/16/2022",""
"A00510","01","2023","0046","742","Fac (Irrigated)(OT)","FAC IRR OT","","11/16/2022",""
"A00510","01","2023","0046","838","Spp (Irrigated)(OT)","SPP-I OT","","11/16/2022",""
"A00510","01","2023","0046","842","Early (Non-Irrigated)(OT)","E - NI OT","","11/16/2022",""
"A00510","01","2023","0046","843","Late (Non-Irrigated)(OC)","L - NI OC","","11/16/2022",""
"A00510","01","2023","0046","848","Late (Irrigated)(OT)","L - I OT","","11/16/2022",""
"A00510","01","2023","0046","856","Fall Irrigated(OT)","F-I OT","","11/16/2022",""
"A00510","01","2023","0047","003","Non-Irrigated","NON IRR","","11/16/2022",""
"A00510","01","2023","0047","725","Fac (Non-Irrigated)(OC)","FAC NI OC","","11/16/2022",""
"A00510","01","2023","0047","741","Fac (Irrigated)(OC)","FAC IRR OC","","11/16/2022",""
"A00510","01","2023","0047","862","Ibr-I(OT)","IBR-I OT","","11/16/2022",""
"A00510","01","2023","0049","002","Irrigated","IRRIGATED","","8/9/2022",""
"A00510","01","2023","0049","713","Organic(Certified) Non-Irr.","NON-IRROC","","8/9/2022",""
"A00510","01","2023","0051","002","Irrigated","IRRIGATED","","11/16/2022",""
"A00510","01","2023","0051","015","Nfac (Non-Irrigated)","NFAC-NIRR","","11/16/2022",""
"A00510","01","2023","0051","702","Organic(Certified) Irr.","IRR OC","","11/16/2022",""
"A00510","01","2023","0051","741","Fac (Irrigated)(OC)","FAC IRR OC","","11/16/2022",""
"A00510","01","2023","0052","702","Organic(Certified) Irr.","IRR OC","","8/9/2022",""
"A00510","01","2023","0053","003","Non-Irrigated","NON IRR","","8/9/2022",""
"A00510","01","2023","0053","723","No Practice Specified (OC)","NPS OC","","8/9/2022",""
"A00510","01","2023","0054","723","No Practice Specified (OC)","NPS OC","","8/9/2022",""
"A00510","01","2023","0054","724","No Practice Specified (OT)","NPS OT","","8/9/2022",""
"A00510","01","2023","0057","002","Irrigated","IRRIGATED","","8/9/2022",""
"A00510","01","2023","0057","702","Organic(Certified) Irr.","IRR OC","","8/9/2022",""
"A00510","01","2023","0057","713","Organic(Certified) Non-Irr.","NON-IRROC","","8/9/2022",""
"A00510","01","2023","0059","712","Organic(Transitional) Irr.","IRR OT","","11/16/2022",""
"A00510","01","2023","0060","042","Irrigated - Natural","IRR NAT","","8/9/2022",""
"A00510","01","2023","0060","712","Organic(Transitional) Irr.","IRR OT","","8/9/2022",""
"A00510","01","2023","0501","255","High Density (Irrigated) (OT)","HDIOT","","8/9/2022",""
"A00510","01","2023","0801","201","Endorsement Ending in January Yr1","EEJANY1","","4/28/2022",""
"A00510","01","2023","0801","204","Endorsement Ending in April Yr1","EEAPRY1","","4/28/2022",""
"A00510","01","2023","0801","205","Endorsement Ending in May Yr1","EEMAYY1","","4/28/2022",""
"A00510","01","2023","0801","206","Endorsement Ending in June Yr1","EEJUNY1","","4/28/2022",""
"A00510","01","2023","0801","209","Endorsement Ending in September Yr1","EESPTY1","","4/28/2022",""
"A00510","01","2023","0801","302","Endorsement Ending in February Yr2","EEFEBY2","","4/28/2022",""
"A00510","01","2023","0801","304","Endorsement Ending in April Yr2","EEAPRY2","","4/28/2022",""
"A00510","01","2023","0802","203","Endorsement Ending in March Yr1","EEMARY1","","4/28/2022",""
"A00510","01","2023","0802","208","Endorsement Ending in August Yr1","EEAUGY1","","4/28/2022",""
"A00510","01","2023","0802","304","Endorsement Ending in April Yr2","EEAPRY2","","4/28/2022",""
"A00510","01","2023","0802","306","Endorsement Ending in June Yr2","EEJUNY2","","4/28/2022",""
"A00510","01","2023","0802","311","Endorsement Ending in November Yr2","EENOVY2","","4/28/2022",""
"A00510","01","2023","0803","911","Nov. - Sep. Insurance Period","NOV-SEPINS","","4/28/2022",""
"A00510","01","2023","0815","206","Endorsement Ending in June Yr1","EEJUNY1","","4/28/2022",""
"A00510","01","2023","0815","207","Endorsement Ending in July Yr1","EEJULY1","","4/28/2022",""
"A00510","01","2023","0815","301","Endorsement Ending in January Yr2","EEJANY2","","4/28/2022",""
"A00510","01","2023","0815","304","Endorsement Ending in April Yr2","EEAPRY2","","4/28/2022",""
"A00510","01","2023","0815","309","Endorsement Ending in September Yr2","EESPTY2","","4/28/2022",""
"A00510","01","2023","0815","804","Apr. - Sep. Insurance Period","APR-SEPINS","","4/28/2022",""
"A00510","01","2023","0815","809","Sep. - Feb. Insurance Period","SEP-FEBINS","","4/28/2022",""
"A00510","01","2023","0815","812","Dec. - May  Insurance Period","DEC-MAYINS","","4/28/2022",""
"A00510","01","2023","0847","901","Jan. - Nov. Insurance Period","JAN-NOVINS","","4/28/2022",""
"A00510","01","2023","0847","907","Jul. - May  Insurance Period","JUL-MAYINS","","4/28/2022",""
"A00510","01","2023","1191","626","Feb - Mar Index Interval","FEB-MARINT","","8/24/2022",""
"A00510","01","2023","1191","627","Mar - Apr Index Interval","MAR-APRINT","","8/24/2022",""
"A00510","01","2023","1218","002","Irrigated","IRRIGATED","","11/16/2022",""
"A00510","01","2023","1218","171","Direct Seeded Floral Non-Irrigated","DSFNI","","11/16/2022",""
"A00510","01","2023","1218","176","Transplant Whole Plant Irrigated","TPWPIRR","","11/16/2022",""
"A00510","01","2023","1218","712","Organic(Transitional) Irr.","IRR OT","","11/16/2022",""
"A00510","01","2023","1218","714","Organic(Transitional) Non-Irr.","NON IRROT","","11/16/2022",""
"A00510","01","2023","1218","781","Direct Seeded Floral Non-Irrigated (OT)","DSFNIOT","","11/16/2022",""
"A00510","01","2023","1218","787","Transplant Whole Plant Non-Irr. (OT)","TPWPNIOT","","11/16/2022",""
"A00510","01","2023","1302","065","Standard Density","STDDNY","","8/9/2022",""
"A00510","01","2023","1302","284","Standard Density (OT)","STDDNY OT","","8/9/2022",""
"A00510","01","2023","1302","286","High Density (OT)","HGHDNY OT","","8/9/2022",""
"A00510","01","2023","6000","314","Container (Irr) (HP1) (OT)","CTIRRHP1OT","","8/30/2022",""
"A00510","01","2023","9936","724","No Practice Specified (OT)","NPS OT","","12/21/2022",""
"A00510","01","2023","0062","712","Organic(Transitional) Irr.","IRR OT","","11/16/2022",""
"A00510","01","2023","0064","724","No Practice Specified (OT)","NPS OT","","11/16/2022",""
"A00510","01","2023","0067","002","Irrigated","IRRIGATED","","6/17/2022",""
"A00510","01","2023","0067","712","Organic(Transitional) Irr.","IRR OT","","6/17/2022",""
"A00510","01","2023","0067","724","No Practice Specified (OT)","NPS OT","","11/16/2022",""
